"","Respondent.ID","Start_Date","Age","Gender","Continent","Highest_Education","SES","Social_media_used_most","Hours_use","Seen_vaccines_post","SM_influence","Trust_most","MMR_autism","Disease_rare","Parents_decide","Neurological_problems","Handle_multiple","CDC_not_trustworthy","Follow_recommendation","Vaccine_risk","Measles_efficacy","Avoid_death","Data_publicity","Protect_immunocompromised"
"1",10327251281,"11/5/18 13:40","25-34","Male","North America, United States","Professional_Degree","Middle Class","Twitter","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","Unsure","True","True","True"
"2",10308439907,"10/27/18 19:49","18-24","Female","North America, United States","Master_Degree","Middle Class","Facebook","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","Unsure","True","True"
"3",10268443931,"10/9/18 18:35","18-24","Female","South America","High_school","Middle Class","Twitter","5-6","Yes","No_influence","Doctors","False","False","False","False","Unsure","False","True","True","True","True","Unsure","True"
"4",10252039668,"10/2/18 5:19","35-44","Female","Australia/ Oceania","Bachelor_Degree","Middle Class","Instagram","3-4","Yes","No_influence","Doctors","Unsure","False","Unsure","True","True","True","Unsure","Unsure","True","True","True","True"
"5",10246854621,"9/28/18 17:13","45-54","Female","North America, Other","Bachelor_Degree","Middle Class","Facebook","3-4","Yes","Influenced_better","Doctors","False","False","False","False","False","False","True","True","Unsure","True","True","True"
"6",10243526981,"9/27/18 10:22","25-34","Female","North America, Other","Bachelor_Degree","Middle Class","Instagram","0-2","No","Not_seen","Doctors","False","False","False","Unsure","True","False","True","True","True","True","True","Unsure"
"7",10234665071,"9/24/18 1:33","18-24","Female","North America, United States","Bachelor_Degree","Middle Class","Facebook","0-2","Yes","No_influence","Doctors","False","False","Unsure","False","False","False","True","True","True","True","True","True"
"8",10229315266,"9/20/18 10:34","18-24","Female","North America, United States","Master_Degree","Middle Class","Instagram","0-2","No","No_influence","Doctors","False","False","False","False","Unsure","False","True","True","Unsure","Unsure","True","True"
"9",10221526964,"9/17/18 9:39","18-24","Female","North America, United States","Bachelor_Degree","Middle Class","Instagram","0-2","Yes","No_influence","Doctors","False","False","True","False","False","False","True","True","True","True","True","True"
"10",10221037083,"9/17/18 5:04","25-34","Male","Australia/ Oceania","Professional_Degree","Middle Class","Facebook","0-2","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"11",10220390283,"9/16/18 16:41","45-54","Female","North America, Other","Master_Degree","Middle Class","Facebook","3-4","Yes","No_influence","Doctors","False","False","False","Unsure","False","False","True","True","True","True","Unsure","True"
"12",10220118457,"9/16/18 10:05","45-54","Female","Europe","Bachelor_Degree","Middle Class","Twitter","3-4","Yes","Influenced_better","Doctors","False","False","Unsure","False","False","False","True","True","True","True","Unsure","True"
"13",10219299914,"9/15/18 10:28","18-24","Female","North America, United States","Bachelor_Degree","Middle Class","Twitter","0-2","Yes","Influenced_better","Doctors","False","False","Unsure","False","Unsure","False","True","Unsure","Unsure","True","Unsure","True"
"14",10214218246,"9/12/18 22:17","25-34","Female","North America, United States","Bachelor_Degree","Middle Class","Twitter","3-4","Yes","Influenced_better","Doctors","False","False","False","Unsure","Unsure","False","True","True","True","True","Unsure","True"
"15",10211997660,"9/12/18 3:27","25-34","Female","Europe","Professional_Degree","Middle Class","Facebook","0-2","Yes","Influenced_better","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"16",10211123318,"9/11/18 16:27","25-34","Female","Europe","Bachelor_Degree","Middle Class","Facebook","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"17",10208811903,"9/10/18 17:46","55-64","Female","North America, United States","Master_Degree","Upper Class","Twitter","5-6","Yes","No_influence","Doctors","False","False","False","Unsure","True","False","True","True","True","True","True","True"
"18",10208220194,"9/10/18 12:55","18-24","Female","North America, United States","Professional_Degree","Middle Class","Twitter","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","Unsure","True"
"19",10207637891,"9/10/18 9:04","25-34","Female","North America, United States","Professional_Degree","Upper Class","Twitter","0-2","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","Unsure","True"
"20",10205887918,"9/9/18 8:55","18-24","Female","North America, United States","Associate_Degree","Upper Class","Facebook","0-2","Yes","Influenced_worse","Internet","Unsure","True","True","True","True","True","False","False","False","False","True","False"
"21",10205588299,"9/9/18 1:53","18-24","Female","North America, United States","Bachelor_Degree","Middle Class","Twitter","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"22",10204963663,"9/8/18 12:36","18-24","Female","North America, United States","Bachelor_Degree","Middle Class","Facebook","3-4","Yes","Influenced_worse","Internet","Unsure","False","True","True","True","Unsure","False","Unsure","True","True","True","True"
"23",10204503916,"9/8/18 6:54","18-24","Female","North America, United States","Bachelor_Degree","Lower Class","Instagram","0-2","Yes","Influenced_better","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"24",10203188279,"9/7/18 13:14","25-34","Female","North America, United States","High_school","Middle Class","Facebook","0-2","Yes","Influenced_worse","Peers/Friends","True","True","True","True","True","True","False","False","False","False","True","False"
"25",10202037478,"9/7/18 2:00","25-34","Female","North America, United States","Master_Degree","Middle Class","Instagram","3-4","Yes","No_influence","Doctors","False","False","False","False","False","Unsure","True","True","True","True","True","True"
"26",10201944795,"9/7/18 0:18","25-34","Male","Australia/ Oceania","Bachelor_Degree","Middle Class","Twitter","0-2","No","Not_seen","The government","False","False","False","False","False","False","True","True","True","True","True","True"
"27",10201719084,"9/6/18 20:32","35-44","Female","North America, United States","Bachelor_Degree","Upper Class","Facebook","0-2","Yes","No_influence","Doctors","False","False","True","False","False","False","False","True","True","True","Unsure","True"
"28",10201691471,"9/6/18 20:10","25-34","Female","North America, Other","Bachelor_Degree","Middle Class","Instagram","3-4","Yes","No_influence","Doctors","False","False","False","False","False","True","True","Unsure","True","True","True","True"
"29",10201242094,"9/6/18 15:09","45-54","Male","North America, Other","Bachelor_Degree","Middle Class","Twitter","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","Unsure","True","True","True"
"30",10200759117,"9/6/18 12:01","45-54","Female","North America, United States","Professional_Degree","Upper Class","Facebook","0-2","No","Not_seen","Doctors","False","False","False","False","False","False","True","True","Unsure","Unsure","Unsure","True"
"31",10199570577,"9/6/18 1:16","25-34","Female","North America, United States","Bachelor_Degree","Middle Class","Instagram","5-6","Yes","No_influence","Doctors","False","False","Unsure","False","False","False","True","True","True","True","True","True"
"32",10199324400,"9/5/18 21:08","25-34","Female","North America, United States","Professional_Degree","Middle Class","Facebook","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"33",10199322801,"9/5/18 21:07","18-24","Female","North America, United States","Associate_Degree","Middle Class","Instagram","5-6","Yes","No_influence","Doctors","Unsure","True","True","True","False","True","Unsure","True","True","False","True","Unsure"
"34",10199304389,"9/5/18 20:53","25-34","Female","North America, United States","Bachelor_Degree","Middle Class","Twitter","0-2","Yes","No_influence","Doctors","False","False","False","False","False","Unsure","True","True","True","True","True","True"
"35",10199220690,"9/5/18 19:51","55-64","Female","North America, United States","Bachelor_Degree","Middle Class","Twitter","3-4","Yes","Influenced_better","Doctors","False","False","False","False","False","False","True","Unsure","True","True","True","True"
"36",10198569241,"9/5/18 13:43","25-34","Male","North America, United States","Bachelor_Degree","Middle Class","Twitter","0-2","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"37",10198510008,"9/5/18 13:17","45-54","Male","North America, United States","Associate_Degree","Middle Class","Facebook","0-2","Yes","No_influence","Doctors","False","False","False","Unsure","False","False","True","Unsure","True","Unsure","Unsure","True"
"38",10198302002,"9/5/18 11:45","35-44","Female","North America, United States","Professional_Degree","Upper Class","Twitter","0-2","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"39",10198230676,"9/5/18 11:15","45-54","Female","North America, United States","Bachelor_Degree","Middle Class","Twitter","0-2","Yes","No_influence","Doctors","False","False","False","Unsure","True","False","True","True","True","True","True","True"
"40",10197580889,"9/5/18 6:19","35-44","Female","North America, United States","Professional_Degree","Middle Class","Twitter","0-2","Yes","No_influence","Doctors","False","False","True","False","False","False","True","True","True","True","True","True"
"41",10197573698,"9/5/18 6:14","25-34","Female","Europe","Professional_Degree","Middle Class","Facebook","0-2","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"42",10197561137,"9/5/18 6:05","25-34","Male","Africa","High_school","Middle Class","Facebook","0-2","Yes","No_influence","Doctors","False","False","False","False","True","Unsure","True","True","True","True","Unsure","True"
"43",10197020912,"9/4/18 21:42","45-54","Female","North America, United States","Professional_Degree","Middle Class","Twitter","0-2","Yes","No_influence","Doctors","False","False","True","False","False","False","True","True","True","True","True","True"
"44",10197017555,"9/4/18 21:39","35-44","Female","North America, Other","Professional_Degree","Middle Class","Twitter","0-2","Yes","No_influence","Doctors","False","False","Unsure","False","False","False","True","True","True","True","True","True"
"45",10196933018,"9/4/18 20:32","18-24","Male","Africa","High_school","Middle Class","Facebook","3-4","No","Not_seen","Doctors","False","False","True","False","True","True","True","True","True","True","Unsure","True"
"46",10196891692,"9/4/18 20:02","25-34","Female","North America, United States","Professional_Degree","Middle Class","Instagram","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"47",10196850588,"9/4/18 19:33","35-44","Female","North America, United States","Professional_Degree","Upper Class","Facebook","0-2","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"48",10196810731,"9/4/18 19:05","35-44","Female","North America, United States","Associate_Degree","Middle Class","Twitter","0-2","Yes","No_influence","Doctors","False","False","True","True","False","False","True","True","True","True","True","True"
"49",10196790112,"9/4/18 18:51","25-34","Female","North America, United States","Professional_Degree","Middle Class","Twitter","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"50",10196782617,"9/4/18 18:46","45-54","Female","North America, United States","High_school","Middle Class","Twitter","5-6","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"51",10196781770,"9/4/18 18:46","18-24","Female","North America, United States","High_school","Middle Class","Facebook","0-2","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"52",10196766433,"9/4/18 18:35","35-44","Female","North America, United States","Professional_Degree","Middle Class","Twitter","0-2","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","Unsure","True"
"53",10196749515,"9/4/18 18:23","18-24","Female","Europe","Associate_Degree","Middle Class","Instagram","5-6","Yes","No_influence","Doctors","False","False","False","False","Unsure","False","True","True","True","True","True","True"
"54",10196743960,"9/4/18 18:20","18-24","Female","North America, United States","Associate_Degree","Middle Class","Twitter","5-6","Yes","Influenced_better","The government","False","False","False","False","False","False","True","True","True","True","True","True"
"55",10196707557,"9/4/18 17:55","18-24","Male","Africa","Professional_Degree","Middle Class","Twitter","3-4","Yes","No_influence","Doctors","False","False","False","False","False","True","True","True","True","Unsure","True","True"
"56",10196701577,"9/4/18 17:52","18-24","Female","North America, United States","High_school","Middle Class","Other (please specify)","5-6","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"57",10196697126,"9/4/18 17:49","25-34","Male","Africa","High_school","Middle Class","Instagram","0-2","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"58",10196679378,"9/4/18 17:38","55-64","Female","North America, United States","Master_Degree","Middle Class","Facebook","0-2","Yes","Influenced_better","Doctors","False","False","Unsure","False","False","False","True","True","True","True","Unsure","True"
"59",10196679319,"9/4/18 17:38","45-54","Female","North America, United States","Master_Degree","Middle Class","Facebook","3-4","Yes","Influenced_better","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"60",10196664671,"9/4/18 17:25","18-24","Female","North America, United States","Bachelor_Degree","Upper Class","Facebook","0-2","Yes","No_influence","Doctors","False","False","False","False","Unsure","False","True","Unsure","True","Unsure","Unsure","True"
"61",10196654575,"9/4/18 17:23","55-64","Male","North America, United States","Professional_Degree","Middle Class","Twitter","3-4","Yes","No_influence","Doctors","False","False","True","False","False","False","True","False","True","True","True","True"
"62",10196650336,"9/4/18 17:20","55-64","Male","North America, United States","Bachelor_Degree","Middle Class","Facebook","0-2","Yes","No_influence","The government","False","False","False","False","False","False","True","True","True","True","True","True"
"63",10196642021,"9/4/18 17:14","35-44","Female","Europe","Master_Degree","Middle Class","Facebook","0-2","No","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"64",10196633799,"9/4/18 17:09","65+","Female","North America, United States","Master_Degree","Middle Class","Facebook","0-2","Yes","Influenced_better","The government","False","False","False","Unsure","False","False","True","True","True","True","True","True"
"65",10196585603,"9/4/18 16:39","35-44","Female","North America, United States","Bachelor_Degree","Middle Class","Twitter","5-6","Yes","Influenced_better","Doctors","False","False","False","False","False","Unsure","True","Unsure","True","True","True","True"
"66",10196570065,"9/4/18 16:29","25-34","Female","Europe","Bachelor_Degree","Middle Class","Twitter","3-4","Yes","No_influence","Doctors","False","False","False","False","False","True","False","True","True","True","Unsure","True"
"67",10196569247,"9/4/18 16:26","45-54","Female","Europe","Professional_Degree","Middle Class","Twitter","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","Unsure","True","True"
"68",10196551922,"9/4/18 16:19","25-34","Male","North America, United States","Bachelor_Degree","Middle Class","Twitter","0-2","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","Unsure","True"
"69",10196546028,"9/4/18 16:16","35-44","Male","Europe","Master_Degree","Middle Class","Twitter","3-4","Yes","No_influence","Doctors","False","False","True","False","False","False","True","True","True","True","True","True"
"70",10196536821,"9/4/18 16:11","45-54","Female","North America, United States","Bachelor_Degree","Middle Class","Twitter","0-2","Yes","No_influence","Doctors","False","False","Unsure","False","Unsure","Unsure","Unsure","True","True","True","True","True"
"71",10196535862,"9/4/18 16:10","35-44","Male","North America, United States","Professional_Degree","Middle Class","Twitter","0-2","Yes","No_influence","Doctors","False","False","Unsure","False","False","False","True","True","True","True","True","True"
"72",10196525977,"9/4/18 16:05","35-44","Female","North America, United States","Bachelor_Degree","Middle Class","Twitter","0-2","Yes","No_influence","Doctors","False","False","False","False","False","True","True","True","True","True","True","True"
"73",10196525646,"9/4/18 16:05","55-64","Male","North America, United States","Professional_Degree","Middle Class","Twitter","0-2","Yes","No_influence","Doctors","False","False","True","False","False","False","True","True","True","True","True","True"
"74",10196524904,"9/4/18 16:04","35-44","Female","Europe","Bachelor_Degree","Lower Class","Twitter","0-2","Yes","No_influence","Internet","Unsure","False","False","Unsure","False","Unsure","True","True","True","True","Unsure","Unsure"
"75",10196524284,"9/4/18 16:04","65+","Female","North America, United States","Master_Degree","Upper Class","Twitter","3-4","Yes","No_influence","Doctors","False","False","True","False","False","False","True","True","True","True","True","True"
"76",10196524115,"9/4/18 16:04","35-44","Female","Europe","High_school","Middle Class","Twitter","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","Unsure","True","Unsure","Unsure","True"
"77",10196524057,"9/4/18 16:04","55-64","Female","North America, United States","Bachelor_Degree","Middle Class","Twitter","0-2","Yes","No_influence","Doctors","False","False","Unsure","False","False","Unsure","True","True","True","True","True","True"
"78",10196521409,"9/4/18 16:02","45-54","Male","North America, United States","Professional_Degree","Upper Class","Facebook","0-2","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"79",10196521407,"9/4/18 16:02","35-44","Female","North America, United States","Professional_Degree","Middle Class","Twitter","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"80",10196519179,"9/4/18 16:01","35-44","Male","North America, United States","Professional_Degree","Middle Class","Twitter","3-4","Yes","Influenced_better","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"81",10196514235,"9/4/18 15:58","25-34","Female","North America, United States","Professional_Degree","Middle Class","Twitter","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"82",10196512778,"9/4/18 15:58","55-64","Female","North America, United States","Bachelor_Degree","Upper Class","Facebook","0-2","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","Unsure","True"
"83",10196512424,"9/4/18 15:58","25-34","Female","North America, United States","Professional_Degree","Middle Class","Instagram","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"84",10196428093,"9/4/18 15:15","25-34","Male","North America, United States","Bachelor_Degree","Middle Class","Twitter","0-2","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"85",10196059224,"9/4/18 12:21","25-34","Female","North America, Other","Bachelor_Degree","Middle Class","Facebook","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"86",10196046413,"9/4/18 12:15","55-64","Female","North America, United States","Professional_Degree","Upper Class","Twitter","0-2","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"87",10195934992,"9/4/18 11:25","35-44","Female","North America, United States","Professional_Degree","Middle Class","Twitter","0-2","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"88",10195792502,"9/4/18 10:25","35-44","Female","North America, United States","Bachelor_Degree","Middle Class","Instagram","0-2","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"89",10195554465,"9/4/18 8:44","35-44","Female","North America, United States","Associate_Degree","Middle Class","Instagram","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"90",10195509022,"9/4/18 8:24","25-34","Female","North America, United States","Master_Degree","Middle Class","Facebook","3-4","Yes","No_influence","Doctors","False","False","Unsure","False","False","False","True","True","True","True","True","True"
"91",10195447575,"9/4/18 7:54","45-54","Female","North America, United States","Professional_Degree","Upper Class","Twitter","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"92",10195436858,"9/4/18 7:48","35-44","Female","North America, United States","Bachelor_Degree","Middle Class","Instagram","0-2","Yes","No_influence","Doctors","False","False","True","False","False","False","True","True","True","True","True","True"
"93",10195400866,"9/4/18 7:28","25-34","Female","North America, United States","Associate_Degree","Middle Class","Facebook","0-2","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"94",10195393951,"9/4/18 7:23","18-24","Male","North America, United States","Associate_Degree","Middle Class","Twitter","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","Unsure","True","True","Unsure","True"
"95",10195390645,"9/4/18 7:21","45-54","Male","North America, United States","Bachelor_Degree","Middle Class","Twitter","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","Unsure","True"
"96",10195388152,"9/4/18 7:20","25-34","Female","North America, United States","Bachelor_Degree","Middle Class","Twitter","0-2","Yes","No_influence","Doctors","False","False","Unsure","False","False","Unsure","True","True","True","True","True","True"
"97",10195382828,"9/4/18 7:17","45-54","Female","North America, United States","Bachelor_Degree","Middle Class","Twitter","3-4","Yes","Influenced_better","Doctors","False","False","True","False","Unsure","Unsure","True","True","True","True","True","True"
"98",10195375377,"9/4/18 7:12","18-24","Female","North America, United States","Bachelor_Degree","Lower Class","Twitter","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"99",10193402645,"9/2/18 21:57","25-34","Other / Prefer not to answer","Antarctica","Bachelor_Degree","Upper Class","Instagram","3-4","Yes","Influenced_worse","Peers/Friends","True","True","True","True","True","True","False","False","False","False","True","False"
"100",10192240042,"9/1/18 10:20","45-54","Female","North America, United States","Bachelor_Degree","Middle Class","Twitter","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","Unsure","True","True","True","Unsure","True"
"101",10192178997,"9/1/18 9:00","18-24","Female","Europe","Master_Degree","Middle Class","Facebook","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"102",10192010111,"9/1/18 4:26","25-34","Female","North America, United States","Bachelor_Degree","Middle Class","Facebook","5-6","Yes","No_influence","Doctors","False","False","False","False","False","False","True","Unsure","True","True","True","True"
"103",10191951466,"9/1/18 2:28","25-34","Female","Europe","Bachelor_Degree","Middle Class","Facebook","0-2","Yes","No_influence","Doctors","False","False","Unsure","False","False","Unsure","True","True","True","True","True","True"
"104",10191792352,"8/31/18 21:48","25-34","Female","North America, United States","Associate_Degree","Middle Class","Facebook","0-2","Yes","Influenced_better","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"105",10191780616,"8/31/18 21:31","25-34","Female","Australia/ Oceania","High_school","Middle Class","Other (please specify)","3-4","Yes","No_influence","Doctors","False","False","False","False","False","True","True","True","True","True","Unsure","True"
"106",10191105140,"8/31/18 12:22","25-34","Male","North America, United States","Master_Degree","Lower Class","Instagram","0-2","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"107",10190834947,"8/31/18 10:01","25-34","Female","North America, Other","Bachelor_Degree","Middle Class","Facebook","0-2","Yes","No_influence","Doctors","False","False","False","False","False","False","True","Unsure","True","Unsure","True","True"
"108",10190099205,"8/31/18 0:47","18-24","Male","Europe","Master_Degree","Middle Class","Facebook","0-2","Yes","Influenced_better","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"109",10188929118,"8/30/18 11:32","25-34","Female","North America, United States","Professional_Degree","Middle Class","Facebook","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"110",10188005896,"8/30/18 2:45","45-54","Female","Australia/ Oceania","High_school","Middle Class","Facebook","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"111",10184871824,"8/28/18 16:40","18-24","Female","North America, United States","High_school","Middle Class","Instagram","3-4","Yes","No_influence","Doctors","False","False","False","Unsure","Unsure","False","True","Unsure","Unsure","True","Unsure","True"
"112",10184814871,"8/28/18 16:10","65+","Female","North America, United States","High_school","Middle Class","Facebook","0-2","Yes","No_influence","Doctors","Unsure","False","False","Unsure","True","Unsure","True","Unsure","True","True","Unsure","Unsure"
"113",10184096463,"8/28/18 10:38","45-54","Female","Europe","Bachelor_Degree","Lower Class","Facebook","0-2","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","Unsure","True"
"114",10183918563,"8/28/18 9:24","45-54","Male","North America, United States","Master_Degree","Middle Class","Facebook","3-4","Yes","Influenced_better","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"115",10183881359,"8/28/18 9:08","25-34","Other / Prefer not to answer","North America, United States","Master_Degree","Middle Class","Facebook","3-4","Yes","Influenced_worse","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"116",10182685267,"8/27/18 17:32","18-24","Female","North America, Other","Bachelor_Degree","Middle Class","Facebook","0-2","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","Unsure","True"
"117",10182398280,"8/27/18 14:39","35-44","Female","North America, United States","Associate_Degree","Middle Class","Facebook","3-4","Yes","No_influence","Doctors","False","False","Unsure","False","False","False","True","Unsure","True","True","True","True"
"118",10182066502,"8/27/18 11:57","18-24","Female","North America, United States","High_school","Middle Class","Twitter","0-2","Yes","No_influence","Doctors","False","False","False","Unsure","Unsure","False","True","True","True","True","True","True"
"119",10180935050,"8/26/18 21:11","25-34","Female","North America, United States","Bachelor_Degree","Middle Class","Facebook","9+","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"120",10180802187,"8/26/18 19:12","35-44","Female","North America, United States","High_school","Middle Class","Facebook","0-2","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","Unsure","True"
"121",10179790274,"8/25/18 18:58","18-24","Female","North America, United States","Bachelor_Degree","Middle Class","Twitter","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"122",10179733384,"8/25/18 17:31","35-44","Other / Prefer not to answer","North America, United States","Master_Degree","Upper Class","Facebook","0-2","Yes","No_influence","Doctors","Unsure","True","True","True","True","True","False","False","False","False","False","False"
"123",10179608745,"8/25/18 14:34","18-24","Female","North America, Other","Bachelor_Degree","Upper Class","Facebook","3-4","Yes","Influenced_better","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"124",10179574015,"8/25/18 13:47","25-34","Female","North America, United States","Bachelor_Degree","Upper Class","Instagram","3-4","Yes","No_influence","Doctors","False","False","False","False","Unsure","False","True","True","True","True","True","True"
"125",10179279005,"8/25/18 8:11","45-54","Female","North America, Other","High_school","Middle Class","Facebook","5-6","Yes","No_influence","Doctors","False","False","False","False","False","Unsure","True","False","True","True","Unsure","True"
"126",10178771678,"8/24/18 18:37","55-64","Female","North America, Other","High_school","Middle Class","Facebook","0-2","No","No_influence","Doctors","Unsure","False","False","True","True","True","True","Unsure","True","True","False","Unsure"
"127",10178760623,"8/24/18 18:25","45-54","Male","Australia/ Oceania","High_school","Middle Class","Facebook","0-2","Yes","No_influence","Doctors","False","False","False","False","Unsure","True","True","Unsure","True","True","Unsure","True"
"128",10178665415,"8/24/18 16:56","55-64","Female","North America, United States","Bachelor_Degree","Middle Class","Facebook","0-2","Yes","No_influence","Doctors","False","False","False","False","False","False","False","True","True","True","True","True"
"129",10178478430,"8/24/18 14:41","25-34","Female","North America, United States","Associate_Degree","Middle Class","Instagram","3-4","Yes","No_influence","Doctors","False","False","False","False","True","False","True","True","True","True","Unsure","True"
"130",10178426243,"8/24/18 14:08","35-44","Female","Europe","Master_Degree","Middle Class","Facebook","0-2","Yes","No_influence","Doctors","False","False","False","False","False","Unsure","True","True","True","True","True","True"
"131",10178158096,"8/24/18 11:30","55-64","Male","North America, Other","Master_Degree","Middle Class","Facebook","3-4","Yes","No_influence","Doctors","False","False","False","False","True","True","True","True","True","True","True","True"
"132",10178024660,"8/24/18 10:21","45-54","Male","North America, United States","Professional_Degree","Middle Class","Facebook","0-2","Yes","No_influence","Doctors","False","False","True","False","False","False","True","True","True","True","Unsure","True"
"133",10177988893,"8/24/18 10:03","45-54","Male","Europe","Bachelor_Degree","Middle Class","Facebook","0-2","Yes","No_influence","Doctors","False","False","False","False","False","Unsure","True","Unsure","True","True","Unsure","True"
"134",10177946990,"8/24/18 9:40","35-44","Male","Europe","Bachelor_Degree","Middle Class","Facebook","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","Unsure","True","True","Unsure","True"
"135",10177891777,"8/24/18 9:11","18-24","Male","Europe","Master_Degree","Middle Class","Facebook","0-2","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","Unsure","True"
"136",10177873169,"8/24/18 9:00","35-44","Female","Australia/ Oceania","Bachelor_Degree","Middle Class","Facebook","3-4","Yes","No_influence","Doctors","Unsure","Unsure","True","Unsure","Unsure","Unsure","True","Unsure","Unsure","Unsure","True","Unsure"
"137",10177842586,"8/24/18 8:44","45-54","Male","Europe","Bachelor_Degree","Upper Class","Facebook","0-2","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"138",10177823874,"8/24/18 8:33","25-34","Female","Europe","Master_Degree","Lower Class","Facebook","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","Unsure","True"
"139",10177808950,"8/24/18 8:25","18-24","Female","South America","High_school","Upper Class","Instagram","0-2","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","True","True"
"140",10177807911,"8/24/18 8:25","45-54","Male","Europe","Master_Degree","Middle Class","Instagram","0-2","Yes","No_influence","Doctors","True","False","False","True","True","True","False","True","True","True","True","True"
"141",10177803705,"8/24/18 8:22","25-34","Female","North America, United States","High_school","Lower Class","Facebook","3-4","Yes","No_influence","Doctors","False","False","False","False","False","False","True","True","True","True","Unsure","True"
